"ORDERTYPE","CHANNELID","SALESCHANNEL","SALESPERSON","CREATIONDATE","STOREID","SUBSALESCHANNEL"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",18/08/2023 01:32:11,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",18/08/2023 01:26:10,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",18/08/2023 01:08:38,"491","Full Service"
"EXCHANGE","RETAIL","In-Person","RManage3",18/08/2023 00:49:39,"491","Full Service"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",18/08/2023 00:49:03,"","Care"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",18/08/2023 00:32:54,"","Care"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",18/08/2023 00:25:52,"491","Full Service"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",18/08/2023 00:24:54,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",18/08/2023 00:17:28,"491","Full Service"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",18/08/2023 00:09:13,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",18/08/2023 00:07:24,"491","Full Service"
"ACTIVATION","CARE","Over the Phone","AROY34",17/08/2023 23:58:08,"","Care"
"ACTIVATION","CARE","Over the Phone","KVIKRAM2",17/08/2023 23:30:01,"","Care"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",17/08/2023 23:14:24,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/08/2023 23:04:13,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",17/08/2023 20:14:18,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",17/08/2023 20:12:21,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",17/08/2023 18:17:21,"4683","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 18:15:11,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 17:02:56,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 17:02:53,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 16:58:35,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 16:58:34,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 16:54:12,"","Back Office and Support"
"EXCHANGE","RETAIL","In-Person","Manretail",17/08/2023 16:47:40,"7360","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 15:54:05,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 15:54:04,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 15:54:01,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 15:12:29,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 15:03:54,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 14:50:05,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 14:50:02,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 14:45:40,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 14:45:40,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 14:45:37,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 14:32:13,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 13:50:36,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 13:27:45,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 13:25:04,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 13:18:41,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 13:10:52,"","Back Office and Support"
"EXCHANGE","RETAIL","In-Person","Manretail",17/08/2023 12:55:14,"7360","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",17/08/2023 12:39:04,"4683","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 12:12:31,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 11:55:00,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 11:33:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 11:33:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 11:28:59,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 11:11:33,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 11:02:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 11:02:18,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 10:48:52,"","Back Office and Support"
"EXCHANGE","RETAIL","In-Person","Manretail",17/08/2023 10:44:48,"7360","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 10:43:57,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 10:39:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 10:15:47,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 10:05:21,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 09:24:25,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 08:46:12,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 08:40:02,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 08:11:24,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 08:10:18,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 08:10:15,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 08:00:29,"","Back Office and Support"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",17/08/2023 07:41:33,"4683","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 07:21:47,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 07:17:28,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 06:54:32,"","Back Office and Support"
"POSTPAYMENT","ERICSSON","Support","EMM",17/08/2023 06:43:45,"","Back Office and Support"
"MANAGERATEPLAN","CARE","Over the Phone","TESTING_TEAM",17/08/2023 06:22:41,"","Care"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 06:14:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 06:14:11,"","Back Office and Support"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",17/08/2023 06:10:23,"","Care"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 06:06:47,"","Back Office and Support"
"POSTPAYMENT","ERICSSON","Support","EMM",17/08/2023 06:05:16,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 06:04:35,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 06:04:32,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:59:42,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:58:00,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:57:32,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:56:56,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:54:56,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:53:40,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:53:33,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:53:26,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:52:07,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:51:19,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:51:06,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:49:19,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:47:21,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:45:50,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:45:40,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:45:12,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:44:47,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:42:03,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:36:32,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:36:12,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:35:09,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:32:41,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:29:53,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:28:37,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:27:02,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:27:00,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:26:37,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:25:45,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:23:02,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:21:05,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:20:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:19:47,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:19:34,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:17:41,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:16:37,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:16:29,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:16:24,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:14:34,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:14:06,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:14:03,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:13:22,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:10:41,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:09:14,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:08:21,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:05:02,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:04:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 05:02:17,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:01:40,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 05:00:43,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:59:18,"","Back Office and Support"
"POSTPAYMENT","ERICSSON","Support","EMM",17/08/2023 04:58:03,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:57:38,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:53:58,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:51:53,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:51:41,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:51:24,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:50:56,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:48:55,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:48:46,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:46:01,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:45:17,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:44:04,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:42:41,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:42:28,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:42:00,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:38:57,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:38:30,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:36:58,"","Back Office and Support"
"POSTPAYMENT","ERICSSON","Support","EMM",17/08/2023 04:36:01,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:35:05,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:33:50,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:29:12,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:27:55,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:24:33,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:22:58,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:22:38,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:22:19,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:20:06,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:19:48,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:19:36,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:18:57,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:17:48,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:17:46,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:17:15,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:15:51,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:15:38,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:14:25,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:14:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:13:46,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:12:57,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:09:30,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:09:12,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:07:26,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:06:58,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:06:34,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:05:53,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:04:35,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:04:21,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:03:52,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:03:43,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:03:31,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:03:29,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:02:36,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 04:02:00,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 04:00:40,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 03:56:46,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:56:23,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:55:51,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:53:12,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 03:53:04,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:52:10,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:49:59,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:48:15,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 03:46:31,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:46:10,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:46:01,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 03:44:38,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:43:33,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:42:56,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:42:47,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:40:57,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:39:51,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 03:37:49,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:37:10,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:36:53,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:35:51,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:33:12,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 03:32:26,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 03:32:24,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:31:45,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:29:06,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 03:28:24,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 03:27:25,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 03:26:35,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:26:05,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/08/2023 03:25:06,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:24:41,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:24:37,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/08/2023 03:24:36,"","Back Office and Support"
